Nomor,Lokasi Posting,Kecamatan/Kab/Kota,Provinsi,Info Tambahan,Delete
1,"Kauman, Bangil",Bangil,,"Kauman, East Java · 3.324 orang pernah singgah di sini",Delete
2,"Raci, Bangil",Bangil,,"Raci, East Java · 2.827 orang pernah singgah di sini",Delete
3,"Dermo, Bangil",Bangil,,"Dermo, East Java · 735 orang pernah singgah di sini",Delete
5,Bangilan,Bangil,,"Bangilan, East Java · 1.069 orang pernah singgah di sini",Delete
10,"Beji, Jawa Timur, Indonesia",Beji,,Kota,Delete
11,Gondangwetan,Gondangwetan,,"Gondangwetan · Gondangwetan, East Java · 1.606 orang pernah singgah di sini",Delete
12,"Gondang Wetan, East Java",Gondangwetan,,"Gondang Wetan, East Java · 21.406 orang pernah singgah di sini",Delete
13,Grati,Grati,,"Grati, East Java · 4.741 orang pernah singgah di sini",Delete
18,Gempol,Gempol,,"Gempol, East Java · 243 orang pernah singgah di sini",Delete
22,"Winong, Gempol",Gempol,,"Winong, East Java · 796 orang pernah singgah di sini",Delete
23,"Kejayan, Jawa Timur, Indonesia",Kejayan,,Kota,Delete
26,Kraton,Kraton,,"Kraton, East Java · 813 orang pernah singgah di sini",Delete
28,Kraton,Kraton,,"Kraton, East Java · 767 orang pernah singgah di sini",Delete
31,"Lekok, Jawa Timur, Indonesia",Lekok,,Kota,Delete
34,Lumbang,Lumbang,,Kota,Delete
39,"Nguling, Jawa Timur, Indonesia",Nguling,,Kota,Delete
40,"Pandaän, Jawa Timur, Indonesia",Pandaan,,Kota,Delete
41,"Pasrepan, Jawa Timur, Indonesia",Pasrepan,,Kota,Delete
42,Pohjentrek,Pohjentrek,,"Pohjentrek, East Java · 1.723 orang pernah singgah di sini",Delete
43,"Jatiarjo, Prigen",Prigen,,"Jatiarjo, East Java · 1.919 orang pernah singgah di sini",Delete
44,"Ledug, Prigen",Prigen,,"Ledug, East Java · 5.785 orang pernah singgah di sini",Delete
45,"Bulukandang, Prigen",Prigen,,"Bulukandang, East Java · 2.431 orang pernah singgah di sini",Delete
46,"Prigen, Jawa Timur, Indonesia",Prigen,,Kota,Delete
47,Purwodadi,Purwodadi,,Kota,Delete
50,Purwodadi,Purwodadi,,"Purwodadi, East Java · 68 orang pernah singgah di sini",Delete
57,"Puspo, Jawa Timur, Indonesia",Puspo,,Kota,Delete
62,Rembang,Rembang,,"Rembang, East Java · 1.396 orang pernah singgah di sini",Delete
66,"Rembang, Jawa Timur, Indonesia",Rembang,,Kota,Delete
67,"Puhkerep, Rejoso",Rejoso,,"Puhkerep, East Java · 1.636 orang pernah singgah di sini",Delete
69,"Talang, Rejoso",Rejoso,,"Talang, East Java · 775 orang pernah singgah di sini",Delete
70,"Sambikerep, Rejoso",Rejoso,,"Sambikerep, East Java · 2.079 orang pernah singgah di sini",Delete
71,"Rejoso, East Java",Rejoso,,"Rejoso, East Java · 12.979 orang pernah singgah di sini",Delete
72,Sukorejo,Sukorejo,,"Sukorejo, East Java · 3.756 orang pernah singgah di sini",Delete
73,Sukorejo,Sukorejo,,"Sukorejo, East Java · 526 orang pernah singgah di sini",Delete
74,Sukorejo,Sukorejo,,"Sukorejo, East Java · 25 orang pernah singgah di sini",Delete
75,Sukorejo,Sukorejo,,"Sukorejo, East Java · 402 orang pernah singgah di sini",Delete
76,Sukorejo,Sukorejo,,"Sukorejo, East Java · 486 orang pernah singgah di sini",Delete
77,"Tosari, Jawa Timur, Indonesia",Tosari,,Kota,Delete
84,"Winongan, Jawa Timur, Indonesia",Winongan,,Kota,Delete
85,Wonorejo,Wonorejo,,"Wonorejo, East Java · 2.779 orang pernah singgah di sini",Delete
86,Wonorejo,Wonorejo,,"Wonorejo, East Java · 2.491 orang pernah singgah di sini",Delete
89,Wonorejo,Wonorejo,,"Wonorejo, East Java · 29 orang pernah singgah di sini",Delete
